minute_id,reference_type_a,document_type_a,text_a,sentence_a,identifier_a,reference_type_b,document_type_b,text_b,sentence_b,identifier_b
h-tk-20022003-3055-3080,impl-local,,de brief,"Voorzitter. Ik was aangekomen bij mijn vragen aan de minister. Wat betreft de brief gaat het daarbij om het volgende. Ik ben zeer benieuwd naar het oordeel van de minister over deze brief, in het licht van de uitspraken die hij vorige week heeft gedaan. Immers, hij is door het kabinet wel aan de teugel teruggetrokken. Daarnaast zegt de brief heel expliciet dat er geen gebruik gemaakt zal worden van de discretionaire bevoegdheid. Er wordt hier al gehint op moties. Mag ik uit de brief afleiden dat moties die in de richting gaan van een ruim gebruik van discretionaire bevoegdheid, op grond van deze brief ontraden zullen worden?",19637-720,impl-local,,de brief,"Voorzitter. Ik was aangekomen bij mijn vragen aan de minister. Wat betreft de brief gaat het daarbij om het volgende. Ik ben zeer benieuwd naar het oordeel van de minister over deze brief, in het licht van de uitspraken die hij vorige week heeft gedaan. Immers, hij is door het kabinet wel aan de teugel teruggetrokken. Daarnaast zegt de brief heel expliciet dat er geen gebruik gemaakt zal worden van de discretionaire bevoegdheid. Er wordt hier al gehint op moties. Mag ik uit de brief afleiden dat moties die in de richting gaan van een ruim gebruik van discretionaire bevoegdheid, op grond van deze brief ontraden zullen worden?",19637-720
h-tk-20022003-3055-3080,impl-local,,deze brief,"Voorzitter. Ik was aangekomen bij mijn vragen aan de minister. Wat betreft de brief gaat het daarbij om het volgende. Ik ben zeer benieuwd naar het oordeel van de minister over deze brief, in het licht van de uitspraken die hij vorige week heeft gedaan. Immers, hij is door het kabinet wel aan de teugel teruggetrokken. Daarnaast zegt de brief heel expliciet dat er geen gebruik gemaakt zal worden van de discretionaire bevoegdheid. Er wordt hier al gehint op moties. Mag ik uit de brief afleiden dat moties die in de richting gaan van een ruim gebruik van discretionaire bevoegdheid, op grond van deze brief ontraden zullen worden?",19637-720,impl-local,,deze brief,"Voorzitter. Ik was aangekomen bij mijn vragen aan de minister. Wat betreft de brief gaat het daarbij om het volgende. Ik ben zeer benieuwd naar het oordeel van de minister over deze brief, in het licht van de uitspraken die hij vorige week heeft gedaan. Immers, hij is door het kabinet wel aan de teugel teruggetrokken. Daarnaast zegt de brief heel expliciet dat er geen gebruik gemaakt zal worden van de discretionaire bevoegdheid. Er wordt hier al gehint op moties. Mag ik uit de brief afleiden dat moties die in de richting gaan van een ruim gebruik van discretionaire bevoegdheid, op grond van deze brief ontraden zullen worden?",
h-tk-20022003-3055-3080,impl-local,,de brief,"Voorzitter. Ik was aangekomen bij mijn vragen aan de minister. Wat betreft de brief gaat het daarbij om het volgende. Ik ben zeer benieuwd naar het oordeel van de minister over deze brief, in het licht van de uitspraken die hij vorige week heeft gedaan. Immers, hij is door het kabinet wel aan de teugel teruggetrokken. Daarnaast zegt de brief heel expliciet dat er geen gebruik gemaakt zal worden van de discretionaire bevoegdheid. Er wordt hier al gehint op moties. Mag ik uit de brief afleiden dat moties die in de richting gaan van een ruim gebruik van discretionaire bevoegdheid, op grond van deze brief ontraden zullen worden?",19637-720,impl-local,,de brief,"Voorzitter. Ik was aangekomen bij mijn vragen aan de minister. Wat betreft de brief gaat het daarbij om het volgende. Ik ben zeer benieuwd naar het oordeel van de minister over deze brief, in het licht van de uitspraken die hij vorige week heeft gedaan. Immers, hij is door het kabinet wel aan de teugel teruggetrokken. Daarnaast zegt de brief heel expliciet dat er geen gebruik gemaakt zal worden van de discretionaire bevoegdheid. Er wordt hier al gehint op moties. Mag ik uit de brief afleiden dat moties die in de richting gaan van een ruim gebruik van discretionaire bevoegdheid, op grond van deze brief ontraden zullen worden?",19637-720
h-tk-20022003-3055-3080,impl-local,,de brief,"Voorzitter. Ik was aangekomen bij mijn vragen aan de minister. Wat betreft de brief gaat het daarbij om het volgende. Ik ben zeer benieuwd naar het oordeel van de minister over deze brief, in het licht van de uitspraken die hij vorige week heeft gedaan. Immers, hij is door het kabinet wel aan de teugel teruggetrokken. Daarnaast zegt de brief heel expliciet dat er geen gebruik gemaakt zal worden van de discretionaire bevoegdheid. Er wordt hier al gehint op moties. Mag ik uit de brief afleiden dat moties die in de richting gaan van een ruim gebruik van discretionaire bevoegdheid, op grond van deze brief ontraden zullen worden?",19637-720,impl-local,,de brief,"Voorzitter. Ik was aangekomen bij mijn vragen aan de minister. Wat betreft de brief gaat het daarbij om het volgende. Ik ben zeer benieuwd naar het oordeel van de minister over deze brief, in het licht van de uitspraken die hij vorige week heeft gedaan. Immers, hij is door het kabinet wel aan de teugel teruggetrokken. Daarnaast zegt de brief heel expliciet dat er geen gebruik gemaakt zal worden van de discretionaire bevoegdheid. Er wordt hier al gehint op moties. Mag ik uit de brief afleiden dat moties die in de richting gaan van een ruim gebruik van discretionaire bevoegdheid, op grond van deze brief ontraden zullen worden?",19637-720
h-tk-20022003-3055-3080,impl-local,,deze brief,"Voorzitter. Ik was aangekomen bij mijn vragen aan de minister. Wat betreft de brief gaat het daarbij om het volgende. Ik ben zeer benieuwd naar het oordeel van de minister over deze brief, in het licht van de uitspraken die hij vorige week heeft gedaan. Immers, hij is door het kabinet wel aan de teugel teruggetrokken. Daarnaast zegt de brief heel expliciet dat er geen gebruik gemaakt zal worden van de discretionaire bevoegdheid. Er wordt hier al gehint op moties. Mag ik uit de brief afleiden dat moties die in de richting gaan van een ruim gebruik van discretionaire bevoegdheid, op grond van deze brief ontraden zullen worden?",19637-720,impl-local,,deze brief,"Voorzitter. Ik was aangekomen bij mijn vragen aan de minister. Wat betreft de brief gaat het daarbij om het volgende. Ik ben zeer benieuwd naar het oordeel van de minister over deze brief, in het licht van de uitspraken die hij vorige week heeft gedaan. Immers, hij is door het kabinet wel aan de teugel teruggetrokken. Daarnaast zegt de brief heel expliciet dat er geen gebruik gemaakt zal worden van de discretionaire bevoegdheid. Er wordt hier al gehint op moties. Mag ik uit de brief afleiden dat moties die in de richting gaan van een ruim gebruik van discretionaire bevoegdheid, op grond van deze brief ontraden zullen worden?",19637-720
h-tk-20022003-3055-3080,impl-local,,de brief,"Verder gaat de brief in op de inherente afwijkingsbevoegdheid, de mogelijkheid om in individuele gevallen een afwijkende beslissing te nemen. Er wordt op gewezen dat daar geen patroon in moet ontstaan en ik ben het daar zeer mee eens. Ik heb daar vorige week ook op gewezen. Mag ik van de minister vernemen dat hij van die individuele bevoegdheid inderdaad zeer terughoudend gebruik zal maken om te voorkomen dat er een patroon ontstaat, waardoor er alsnog een grote groep onder deze regeling zal vallen?",19637-720,impl-local,,de brief,"Verder gaat de brief in op de inherente afwijkingsbevoegdheid, de mogelijkheid om in individuele gevallen een afwijkende beslissing te nemen. Er wordt op gewezen dat daar geen patroon in moet ontstaan en ik ben het daar zeer mee eens. Ik heb daar vorige week ook op gewezen. Mag ik van de minister vernemen dat hij van die individuele bevoegdheid inderdaad zeer terughoudend gebruik zal maken om te voorkomen dat er een patroon ontstaat, waardoor er alsnog een grote groep onder deze regeling zal vallen?",19637-720
h-tk-20022003-3055-3080,explicit-parl-doc,Motie,nr. 723(19637),Zij krijgt nr. 723(19637).,19637-721,explicit-parl-doc,Motie,nr. 721(19637),Zij krijgt nr. 721(19637)., 19637-721
h-tk-20022003-3055-3080,impl-local,,Deze motie,"Deze motie is voorgesteld door het lid Varela. Naar mij blijkt, wordt zij voldoende ondersteund.",19637-721,impl-local,,Deze motie,"Deze motie is ingediend door het lid De Wit. Naar mij blijkt, wordt zij voldoende ondersteund.",19637-721
h-tk-20022003-3055-3080,impl-local,,Deze motie,"Deze motie is voorgesteld door het lid Varela. Naar mij blijkt, wordt zij voldoende ondersteund.",19637-721,impl-local,,Deze motie,"Deze motie is voorgesteld door de leden Vos en Van der Laan. Naar mij blijkt, wordt zij voldoende ondersteund.",19637-722
h-tk-20022003-3055-3080,explicit-parl-doc,Motie,nr. 723(19637),Zij krijgt nr. 723(19637).,19637-721,explicit-parl-doc,Motie,nr. 722(19637),Zij krijgt nr. 722(19637).,19637-722
h-tk-20022003-3055-3080,impl-local,,Deze motie,"Deze motie is voorgesteld door het lid Varela. Naar mij blijkt, wordt zij voldoende ondersteund.",19637-721,impl-local,,Deze motie,"Deze motie is voorgesteld door het lid Varela. Naar mij blijkt, wordt zij voldoende ondersteund.",19637-723
h-tk-20022003-3055-3080,explicit-parl-doc,Motie,nr. 723(19637),Zij krijgt nr. 723(19637).,19637-721,explicit-parl-doc,Motie,nr. 723(19637),Zij krijgt nr. 723(19637).,19637-723
h-tk-20022003-3055-3080,impl-local,,uw motie,Ik begrijp niet goed op welk punt uw motie zo fundamenteel verschilt van de onze dat u zegt de motie-Vos/Van der Laan niet te kunnen steunen.,19637-721,impl-local,,uw motie,Ik begrijp niet goed op welk punt uw motie zo fundamenteel verschilt van de onze dat u zegt de motie-Vos/Van der Laan niet te kunnen steunen.,19637-723
h-tk-20022003-3055-3080,impl-local,,motie-Vos/Van der Laan,Ik begrijp niet goed op welk punt uw motie zo fundamenteel verschilt van de onze dat u zegt de motie-Vos/Van der Laan niet te kunnen steunen.,19637-722,impl-local,,de motie-Vos/Van der Laan,Ik begrijp niet goed op welk punt uw motie zo fundamenteel verschilt van de onze dat u zegt de motie-Vos/Van der Laan niet te kunnen steunen.,19637-722
h-tk-20022003-3055-3080,impl-local,,zijn motie,"De heer Varela onderstreept dat snelheid in de asielprocedure van groot belang is. Dat ben ik met hem eens. Het feit dat de criteria van zijn motie in deze zaal al niet duidelijk zijn, geeft aan dat zij in de rechtszaal ook niet duidelijk zullen zijn. Dus zal er veel over geprocedeerd worden voor de rechters die wij al nodig hebben om ervoor te zorgen dat al die andere procedures snel kunnen verlopen. Is de heer Varela het nu niet met mij eens dat onduidelijke criteria er juist toe zullen leiden dat er meer en langduriger geprocedeerd zal worden?",19637-721,impl-local,,zijn motie,"De heer Varela onderstreept dat snelheid in de asielprocedure van groot belang is. Dat ben ik met hem eens. Het feit dat de criteria van zijn motie in deze zaal al niet duidelijk zijn, geeft aan dat zij in de rechtszaal ook niet duidelijk zullen zijn. Dus zal er veel over geprocedeerd worden voor de rechters die wij al nodig hebben om ervoor te zorgen dat al die andere procedures snel kunnen verlopen. Is de heer Varela het nu niet met mij eens dat onduidelijke criteria er juist toe zullen leiden dat er meer en langduriger geprocedeerd zal worden?",19637-723
h-tk-20022003-3055-3080,impl-local,,Deze brief,"Voorzitter. Deze ballon is lek en dat is goed. De minister heeft aangegeven dat hij volmondig achter zijn brief staat en dat er geen sprake is van – zoals de LPF-woordvoerder even suggereerde – een verschil tussen een welwillende minister en een andere minister die deze brief heeft geschreven. Deze brief, waarin helder wordt aangegeven in welke gevallen er wel en niet gebruik gemaakt kan worden van de bevoegdheid die de minister heeft, is de juiste en wordt volledig gedragen door de minister en het kabinet.",19637-720,impl-local,,Deze brief,"Voorzitter. Deze ballon is lek en dat is goed. De minister heeft aangegeven dat hij volmondig achter zijn brief staat en dat er geen sprake is van – zoals de LPF-woordvoerder even suggereerde – een verschil tussen een welwillende minister en een andere minister die deze brief heeft geschreven. Deze brief, waarin helder wordt aangegeven in welke gevallen er wel en niet gebruik gemaakt kan worden van de bevoegdheid die de minister heeft, is de juiste en wordt volledig gedragen door de minister en het kabinet.",19637-720
h-tk-20022003-3055-3080,impl-local,,deze brief,"Voorzitter. Deze ballon is lek en dat is goed. De minister heeft aangegeven dat hij volmondig achter zijn brief staat en dat er geen sprake is van – zoals de LPF-woordvoerder even suggereerde – een verschil tussen een welwillende minister en een andere minister die deze brief heeft geschreven. Deze brief, waarin helder wordt aangegeven in welke gevallen er wel en niet gebruik gemaakt kan worden van de bevoegdheid die de minister heeft, is de juiste en wordt volledig gedragen door de minister en het kabinet.",19637-720,impl-local,,deze brief,"Voorzitter. Deze ballon is lek en dat is goed. De minister heeft aangegeven dat hij volmondig achter zijn brief staat en dat er geen sprake is van – zoals de LPF-woordvoerder even suggereerde – een verschil tussen een welwillende minister en een andere minister die deze brief heeft geschreven. Deze brief, waarin helder wordt aangegeven in welke gevallen er wel en niet gebruik gemaakt kan worden van de bevoegdheid die de minister heeft, is de juiste en wordt volledig gedragen door de minister en het kabinet.",19637-720
h-tk-20022003-3055-3080,impl-local,,De motie,"De motie wil uiteindelijk dat naast onder andere de criteria die door de LPF worden aangegeven, het kabinet en de minister met een heldere regel komen. Ik neem aan dat die regel helderheid zal moeten bieden voor alle partijen. Waarom verwacht de heer Blok dan nu al dat dit tot heel veel gedoe bij de rechter zal leiden?",19637-721,impl-local,,De motie,"De motie wil uiteindelijk dat naast onder andere de criteria die door de LPF worden aangegeven, het kabinet en de minister met een heldere regel komen. Ik neem aan dat die regel helderheid zal moeten bieden voor alle partijen. Waarom verwacht de heer Blok dan nu al dat dit tot heel veel gedoe bij de rechter zal leiden?",
h-tk-20022003-3055-3080,impl-local,,de motie,"De minister zei dat hij zich moet houden aan het Strategisch akkoord. Er was toch eerst juist wel ruimte in het Strategisch akkoord, gelet op het voorstel dat de minister eerder heeft gedaan? Heeft de minister eigenlijk niet op voorhand zijn positie verzwakt en is dit ook niet een gebrek van de motie van de LPF, door juist uit te gaan van de discretionaire bevoegdheid? Ik heb de toelichting op het Vreemdelingenbesluit erop nageslagen. In artikel 3. 4, lid 3 staat duidelijk dat die bevoegdheid noodzakelijk is voor onvoorziene gevallen en dus juist niet voor gevallen met een categoriaal karakter. Daarvoor ligt een beleidsregel in de rede. Heeft de minister geprobeerd de specifieke pardonregeling in te passen in de sleutel van de discretionaire bevoegdheid? Was het niet op voorhand duidelijk dat dit tot mislukken is gedoemd? Hoe denkt de jurist Nawijn hierover? Hoe ernstig de problemen ook zijn, geef dit niet ontzettend veel ruis die afleidt van de werkelijke oplossing van de problemen waarover wij vandaag ook zouden moeten spreken? Is een regeling treffen in het kader van de discretionaire bevoegdheid niet een innerlijke tegenstrijdigheid?",19637-721,impl-local,,de motie,"De minister zei dat hij zich moet houden aan het Strategisch akkoord. Er was toch eerst juist wel ruimte in het Strategisch akkoord, gelet op het voorstel dat de minister eerder heeft gedaan? Heeft de minister eigenlijk niet op voorhand zijn positie verzwakt en is dit ook niet een gebrek van de motie van de LPF, door juist uit te gaan van de discretionaire bevoegdheid? Ik heb de toelichting op het Vreemdelingenbesluit erop nageslagen. In artikel 3. 4, lid 3 staat duidelijk dat die bevoegdheid noodzakelijk is voor onvoorziene gevallen en dus juist niet voor gevallen met een categoriaal karakter. Daarvoor ligt een beleidsregel in de rede. Heeft de minister geprobeerd de specifieke pardonregeling in te passen in de sleutel van de discretionaire bevoegdheid? Was het niet op voorhand duidelijk dat dit tot mislukken is gedoemd? Hoe denkt de jurist Nawijn hierover? Hoe ernstig de problemen ook zijn, geef dit niet ontzettend veel ruis die afleidt van de werkelijke oplossing van de problemen waarover wij vandaag ook zouden moeten spreken? Is een regeling treffen in het kader van de discretionaire bevoegdheid niet een innerlijke tegenstrijdigheid?",
h-tk-20022003-3055-3080,impl-local,,Deze motie,"Deze motie is voorgesteld door het lid Varela. Naar mij blijkt, wordt zij voldoende ondersteund.",19637-721,impl-local,,Deze motie,"Deze motie is ingediend door het lid Vroonhoven-Kok. Naar mij blijkt, wordt zij voldoende ondersteund.",
h-tk-20022003-3055-3080,explicit-parl-doc,Motie,nr. 723(19637),Zij krijgt nr. 723(19637).,19637-721,explicit-parl-doc,,nr. 724(19637),Zij krijgt nr. 724(19637).,
h-tk-20022003-3055-3080,impl-local,,deze motie,Wat voegt deze motie toe aan hetgeen de minister in zijn brief en vandaag in de Kamer heeft gezegd?,19637-724,impl-local,,deze motie,Wat voegt deze motie toe aan hetgeen de minister in zijn brief en vandaag in de Kamer heeft gezegd?,
h-tk-20022003-3055-3080,impl-local,,zijn brief,Wat voegt deze motie toe aan hetgeen de minister in zijn brief en vandaag in de Kamer heeft gezegd?,19637-720,impl-local,,zijn brief,Wat voegt deze motie toe aan hetgeen de minister in zijn brief en vandaag in de Kamer heeft gezegd?,19637-720
h-tk-20022003-3055-3080,impl-local,,de brief,"Voor ons is het belangrijk om hiermee het belang te markeren van de brief en van de discretionaire bevoegdheid, evenals de snelheid waarmee deze zaak moet worden afgewikkeld.",19637-720,impl-local,,de brief,"Voor ons is het belangrijk om hiermee het belang te markeren van de brief en van de discretionaire bevoegdheid, evenals de snelheid waarmee deze zaak moet worden afgewikkeld.",19637-720
h-tk-20022003-3055-3080,impl-local,,deze motie,Is deze motie niet volstrekt overbodig? Alles heb ik namelijk al in de brief gelezen en door het kabinet horen zeggen. Ik begrijp de meerwaarde van de motie dus niet.,19637-724,impl-local,,deze motie,Is deze motie niet volstrekt overbodig? Alles heb ik namelijk al in de brief gelezen en door het kabinet horen zeggen. Ik begrijp de meerwaarde van de motie dus niet.,
h-tk-20022003-3055-3080,impl-ext-third-party,,een brief,"In de pers is gesproken over de vraag wat er met minister Nawijn moet gebeuren. Ik vind dat een moeilijke vraag die ook in dit debat voorligt, hoewel er verder niet zoveel over is gezegd. Nadat de minister vorige week zoveel gezegd had over wat hij allemaal tot stand wilde brengen, kon hij moeilijk genoegen nemen met de uitkomst van het debat in de ministerraad. Hij heeft dat kennelijk wel gedaan, want hij heeft ons een brief gestuurd waarin staat dat alles wat hij eerder had gezegd, niet kon. Dat is zijn eigen zaak. Ik vind het wonderlijk dat het kabinet de minister voor de zoveelste keer terugfluit, zonder daaraan kennelijk consequenties te verbinden. Ik heb er evenwel absoluut geen behoefte aan om de Kamer een motie voor te stellen waarin staat dat de minister niet had mogen doen wat hij deed en dat wij geen vertrouwen meer in hem hebben. In zo'n motie, die waarschijnlijk geen meerderheid haalt, zie ik niets. Als een van de regeringsfracties zich geroepen voelt om te zeggen dat zij niet verder wil met de minister, luister ik daar graag naar. Maar wij gaan niet in plaats van de mensen die de eerste verantwoordelijkheid dragen, een nederlagenstrategie met moties van afkeuring voeren.",,impl-local,,een brief,"In de pers is gesproken over de vraag wat er met minister Nawijn moet gebeuren. Ik vind dat een moeilijke vraag die ook in dit debat voorligt, hoewel er verder niet zoveel over is gezegd. Nadat de minister vorige week zoveel gezegd had over wat hij allemaal tot stand wilde brengen, kon hij moeilijk genoegen nemen met de uitkomst van het debat in de ministerraad. Hij heeft dat kennelijk wel gedaan, want hij heeft ons een brief gestuurd waarin staat dat alles wat hij eerder had gezegd, niet kon. Dat is zijn eigen zaak. Ik vind het wonderlijk dat het kabinet de minister voor de zoveelste keer terugfluit, zonder daaraan kennelijk consequenties te verbinden. Ik heb er evenwel absoluut geen behoefte aan om de Kamer een motie voor te stellen waarin staat dat de minister niet had mogen doen wat hij deed en dat wij geen vertrouwen meer in hem hebben. In zo'n motie, die waarschijnlijk geen meerderheid haalt, zie ik niets. Als een van de regeringsfracties zich geroepen voelt om te zeggen dat zij niet verder wil met de minister, luister ik daar graag naar. Maar wij gaan niet in plaats van de mensen die de eerste verantwoordelijkheid dragen, een nederlagenstrategie met moties van afkeuring voeren.",
h-tk-20022003-3055-3080,impl-local,,de brief,"Maar in welke mate kan de minister daarvan gebruik maken, als hij dat in feite niet mag op grond van de brief die er nu ligt?",19637-720,impl-local,,de brief,"Maar in welke mate kan de minister daarvan gebruik maken, als hij dat in feite niet mag op grond van de brief die er nu ligt?",19637-720
h-tk-20022003-3055-3080,impl-local,,de motie van mevrouw Vroonhoven,"In de motie van mevrouw Vroonhoven wordt gesproken over de discretionaire bevoegdheid van de minister. In de brief die hij ons stuurt, schrijft hij juist dat hij geen gebruik kan maken van zijn discretionaire bevoegdheid, maar uitsluitend van de inherente bevoegdheid. Dat is de bevoegdheid voor individuele gevallen. Het lijkt mij dat mevrouw Vroonhoven haar motie moet aanpassen, als zij althans over individuele gevallen wil spreken. Er moet daarin niet over discretionaire, maar over inherente bevoegdheid worden gesproken.",19637-724,impl-local,,de motie van mevrouw Vroonhoven,"In de motie van mevrouw Vroonhoven wordt gesproken over de discretionaire bevoegdheid van de minister. In de brief die hij ons stuurt, schrijft hij juist dat hij geen gebruik kan maken van zijn discretionaire bevoegdheid, maar uitsluitend van de inherente bevoegdheid. Dat is de bevoegdheid voor individuele gevallen. Het lijkt mij dat mevrouw Vroonhoven haar motie moet aanpassen, als zij althans over individuele gevallen wil spreken. Er moet daarin niet over discretionaire, maar over inherente bevoegdheid worden gesproken.",
h-tk-20022003-3055-3080,impl-local,,de motie van mevrouw Vroonhoven,"Voorzitter. Ik dank de minister en wens hem toe dat hij deze problematiek niet loslaat. Ik heb het gevoel dat hij wel het goede voorheeft met mensen die in de verdrukking zitten, maar dat hij steeds op het laatste moment niet doorbijt. Wij kunnen vanavond even rustig bezien wat wij met alle moties aanmoeten. Ik was blij met de uitleg van de motie van mevrouw Vroonhoven. Het viel mij op dat in verschillende moties het woord humaan wordt gebruikt. Dat lijkt werkelijk het sleutelwoord. Ik betreur het enigszins dat ik uit de bijdrage van de heer Blok niet heb begrepen dat hij oog heeft voor het leed dat mensen wordt aangedaan. Rechtvaardigheid moet voortdurend worden getoetst aan humaniteit. De heer Blok is alleen maar bang dat anderen iets zouden krijgen waarop zij misschien niet helemaal recht hebben. Het zou goed zijn als de VVD-fractie zich niet door het stenen hart liet leiden, maar begrip zou hebben voor de problemen van mensen in de samenleving die diep in de ellende zitten.",19637-724,impl-local,,de motie van mevrouw Vroonhoven,"Voorzitter. Ik dank de minister en wens hem toe dat hij deze problematiek niet loslaat. Ik heb het gevoel dat hij wel het goede voorheeft met mensen die in de verdrukking zitten, maar dat hij steeds op het laatste moment niet doorbijt. Wij kunnen vanavond even rustig bezien wat wij met alle moties aanmoeten. Ik was blij met de uitleg van de motie van mevrouw Vroonhoven. Het viel mij op dat in verschillende moties het woord humaan wordt gebruikt. Dat lijkt werkelijk het sleutelwoord. Ik betreur het enigszins dat ik uit de bijdrage van de heer Blok niet heb begrepen dat hij oog heeft voor het leed dat mensen wordt aangedaan. Rechtvaardigheid moet voortdurend worden getoetst aan humaniteit. De heer Blok is alleen maar bang dat anderen iets zouden krijgen waarop zij misschien niet helemaal recht hebben. Het zou goed zijn als de VVD-fractie zich niet door het stenen hart liet leiden, maar begrip zou hebben voor de problemen van mensen in de samenleving die diep in de ellende zitten.",
h-tk-20022003-3055-3080,impl-local,,mijn brief,Ik denk dat er een misverstand met mevrouw Vos bestaat over mijn discretionaire bevoegdheid. Die heb ik nog steeds. In mijn brief is ook te lezen dat ik in het kader van de onderhavige problematiek gebruik wil maken van mijn discretionaire bevoegdheid. Die heb ik en daaraan zal ik vasthouden. Daar mag zij van verzekerd zijn. Ik moet alleen kijken hoe ik die invul. Nu heb ik naar de discussie in de Kamer geluisterd. Daarmee zal ik rekening houden en ik zal er wellicht nog over spreken in het kabinet.,19637-720,impl-local,,mijn brief,Ik denk dat er een misverstand met mevrouw Vos bestaat over mijn discretionaire bevoegdheid. Die heb ik nog steeds. In mijn brief is ook te lezen dat ik in het kader van de onderhavige problematiek gebruik wil maken van mijn discretionaire bevoegdheid. Die heb ik en daaraan zal ik vasthouden. Daar mag zij van verzekerd zijn. Ik moet alleen kijken hoe ik die invul. Nu heb ik naar de discussie in de Kamer geluisterd. Daarmee zal ik rekening houden en ik zal er wellicht nog over spreken in het kabinet.,19637-720
h-tk-20022003-3055-3080,impl-local,,haar motie,Hebt u ook gelezen dat mevrouw Vroonhoven in haar motie stelt dat u eens een beetje moet opschieten?,19637-724,impl-local,,haar motie,Hebt u ook gelezen dat mevrouw Vroonhoven in haar motie stelt dat u eens een beetje moet opschieten?,
h-tk-20022003-3055-3080,impl-local,,de brief,"De heer Van der Staaij heeft ook gevraagd hoe het zit met mensen die buiten hun schuld niet kunnen vertrekken. Daarop is een antwoord gegeven in de brief die ik naar de Kamer heb gestuurd. Als mensen echt buiten hun schuld niet kunnen vertrekken, zijn er mogelijkheden om gunstig te beslissen. Dat staat ook in de brief die ik aan de Kamer heb gezonden.",19637-720,impl-local,,de brief,"De heer Van der Staaij heeft ook gevraagd hoe het zit met mensen die buiten hun schuld niet kunnen vertrekken. Daarop is een antwoord gegeven in de brief die ik naar de Kamer heb gestuurd. Als mensen echt buiten hun schuld niet kunnen vertrekken, zijn er mogelijkheden om gunstig te beslissen. Dat staat ook in de brief die ik aan de Kamer heb gezonden.",19637-720
h-tk-20022003-3055-3080,impl-local,,de brief,In de brief stond dat dan in hun verblijf kan worden berust. Mijn vraag was gericht op opheldering. Betekent het inderdaad dat in die gevallen tot verlening van een verblijfsvergunning kan worden overgegaan?,19637-720,impl-local,,de brief,In de brief stond dat dan in hun verblijf kan worden berust. Mijn vraag was gericht op opheldering. Betekent het inderdaad dat in die gevallen tot verlening van een verblijfsvergunning kan worden overgegaan?,19637-720
h-tk-20022003-3055-3080,impl-local,,de motie-Vos/Van der Laan,Ook in de motie-Vos/Van der Laan wordt om een specifieke regeling gevraagd. Ook aanvaarding van deze motie moet ik ontraden.,19637-722,impl-local,,de motie-Vos/Van der Laan,Ook in de motie-Vos/Van der Laan wordt om een specifieke regeling gevraagd. Ook aanvaarding van deze motie moet ik ontraden.,19637-722
h-tk-20022003-3055-3080,impl-local,,deze motie,Ook in de motie-Vos/Van der Laan wordt om een specifieke regeling gevraagd. Ook aanvaarding van deze motie moet ik ontraden.,19637-722,impl-local,,deze motie,Ook in de motie-Vos/Van der Laan wordt om een specifieke regeling gevraagd. Ook aanvaarding van deze motie moet ik ontraden.,19637-722
h-tk-20022003-3055-3080,impl-local,,de motie-Varela,Ten slotte moet ik als minister ook aanvaarding van de motie-Varela ontraden.,19637-721,impl-local,,de motie-Varela,Ten slotte moet ik als minister ook aanvaarding van de motie-Varela ontraden.,19637-723
h-tk-20022003-3055-3080,impl-local,,de motie-Varela,U zegt dat u als minister aanvaarding van de motie-Varela moet ontraden. Zou u daarover in een andere hoedanigheid nog een andere opvatting kunnen hebben?,19637-721,impl-local,,de motie-Varela,U zegt dat u als minister aanvaarding van de motie-Varela moet ontraden. Zou u daarover in een andere hoedanigheid nog een andere opvatting kunnen hebben?,19637-723
h-tk-20022003-3055-3080,impl-local,,die motie,"Nee. Ik praat nu als minister. Ik moet aanvaarding van die motie ontraden, gelet op het kabinetsstandpunt.",19637-721,impl-local,,die motie,"Nee. Ik praat nu als minister. Ik moet aanvaarding van die motie ontraden, gelet op het kabinetsstandpunt.",19637-723
h-tk-20022003-3055-3080,impl-local,,de motie-Varela,"Ik vraag het, omdat u dit zo nadrukkelijk zegt bij de motie-Varela. Bij het ontraden van aanvaarding van de andere moties deed u dit niet. Ik vroeg mij af wat de speciale betekenis van die toevoeging is. Ik moet er dus niet te veel waarde aan hechten?",19637-721,impl-local,,de motie-Varela,"Ik vraag het, omdat u dit zo nadrukkelijk zegt bij de motie-Varela. Bij het ontraden van aanvaarding van de andere moties deed u dit niet. Ik vroeg mij af wat de speciale betekenis van die toevoeging is. Ik moet er dus niet te veel waarde aan hechten?",19637-723
h-tk-20022003-3055-3080,impl-local,,de brief,"De heer Van der Staaij heeft ook gevraagd hoe het zit met mensen die buiten hun schuld niet kunnen vertrekken. Daarop is een antwoord gegeven in de brief die ik naar de Kamer heb gestuurd. Als mensen echt buiten hun schuld niet kunnen vertrekken, zijn er mogelijkheden om gunstig te beslissen. Dat staat ook in de brief die ik aan de Kamer heb gezonden.",19637-720,impl-local,,de brief,"De heer Van der Staaij heeft ook gevraagd hoe het zit met mensen die buiten hun schuld niet kunnen vertrekken. Daarop is een antwoord gegeven in de brief die ik naar de Kamer heb gestuurd. Als mensen echt buiten hun schuld niet kunnen vertrekken, zijn er mogelijkheden om gunstig te beslissen. Dat staat ook in de brief die ik aan de Kamer heb gezonden.",19637-720
